                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                  1.104,                0.74995,                 1.1036,                0.88507,                0.82642,                0.88945,                0.58231,                 1.1959,                0.82478,                 1.2805,               0.003466,               0.003466,               0.003466
                    134,                 1.1124,                0.75023,                 1.1028,                0.87685,                0.85537,                0.90681,                0.59498,                 1.2097,                0.74621,                  1.291,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.0859,                0.72995,                 1.0823,                0.87106,                 0.8367,                0.90322,                0.60152,                 1.1944,                0.76939,                  1.286,               0.003367,               0.003367,               0.003367
                    136,                 1.0659,                0.70544,                 1.0831,                0.88399,                0.82115,                0.89729,                0.60585,                  1.167,                0.74082,                 1.2794,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.0838,                0.74448,                 1.0928,                0.86235,                 0.8367,                0.90206,                0.60661,                 1.1718,                0.72142,                 1.2743,               0.003268,               0.003268,               0.003268
                    138,                  1.066,                0.71331,                 1.0868,                0.88788,                0.83359,                0.90141,                0.59846,                  1.175,                0.74207,                 1.2757,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.0908,                0.72257,                 1.0797,                0.87928,                0.86159,                 0.9045,                0.60199,                 1.1628,                0.71857,                 1.2724,               0.003169,               0.003169,               0.003169
                    140,                 1.0694,                0.69202,                 1.0741,                0.90864,                0.81649,                0.90253,                0.60101,                 1.1848,                0.72128,                  1.276,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.0785,                0.72644,                 1.1072,                0.85614,                0.84603,                0.90075,                 0.6049,                 1.1609,                0.72186,                 1.2633,                0.00307,                0.00307,                0.00307
                    142,                 1.0629,                0.69521,                 1.0859,                0.87127,                 0.8367,                0.90701,                0.60136,                 1.1652,                0.76084,                 1.2676,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.0698,                0.70149,                 1.0807,                0.88272,                0.83515,                0.90386,                0.61047,                 1.1451,                0.73447,                 1.2629,               0.002971,               0.002971,               0.002971
                    144,                 1.0462,                0.70079,                 1.0748,                0.86313,                0.83363,                0.89651,                0.59687,                 1.1653,                0.72817,                 1.2798,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.0541,                0.68938,                 1.0583,                0.88068,                0.84137,                0.90892,                0.61681,                 1.1461,                0.68624,                 1.2514,               0.002872,               0.002872,               0.002872
                    146,                  1.055,                0.69081,                 1.0835,                0.86856,                0.86003,                0.91237,                0.61121,                 1.1611,                0.69479,                 1.2689,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.0857,                 0.7063,                 1.0787,                0.86758,                0.84914,                0.91144,                0.61835,                 1.1404,                 0.6896,                 1.2547,               0.002773,               0.002773,               0.002773
                    148,                 1.0402,                  0.677,                 1.0638,                0.90356,                0.81649,                0.90061,                0.60325,                 1.1651,                0.71975,                 1.2775,              0.0027235,              0.0027235,              0.0027235
